Gene	Ramos_19O2_NoCyclo_1	Ramos_1O2_NoCyclo_3	Ramos_1O2_NoCyclo_2	Ramos_19O2_NoCyclo_3	Ramos_1O2_NoCyclo_1	Ramos_1O2_PlusCyclo_1	Ramos_1O2_PlusCyclo_3	Ramos_1O2_PlusCyclo_2	Ramos_19O2_NoCyclo_2
PCLO	4.575123232	4.434630944	4.180929975	4.671829408	4.271425603	4.617385362	4.749814311	4.654140754	4.277047211
AC004957.6	0	0.126802425	0.06315264	0.066517542	0.126391427	0.073260545	0	0.068131062	0.130000847
AC004957.5	0.073818265	0	0.06315264	0.066517542	0	0.073260545	0.204995859	0.133189216	0
KIAA1324L	6.286657413	6.291114529	6.327156156	6.315762799	6.275241688	6.332640236	6.443133268	6.511523158	6.221040585
CTA-254O6.1	0.073818265	0.186255238	0.181724514	0.130102893	0	0.073260545	0.139847561	0.068131062	0.190856941
AC005076.5	1.726803681	1.780134379	1.654353992	1.78812835	1.83336774	1.763930436	1.695704899	1.68905517	1.575400059
DMTF1	6.857630919	6.714217737	6.515337218	6.989600641	6.623558974	6.648738614	6.763432048	6.567027526	6.780178408
TMEM243	6.505851907	6.57100793	6.628622486	6.593930104	6.610099919	6.602311365	6.527532716	6.511523158	6.557085491
TP53TG1	3.232625497	3.116236477	3.21382383	3.087896273	3.222180054	3.270115226	3.33772364	3.174307297	3.046257831
CROT	3.991824953	3.744439458	3.982858809	3.890005085	3.835540041	3.882860771	3.649962186	3.661545304	4.148710118
ABCB4	1.422208266	1.457094713	1.409044833	1.553174124	1.656111853	1.497337365	1.501921341	1.529046637	1.431515019
SLC25A40	5.854393306	5.916347775	6.216050757	5.940117863	6.085011922	5.741696176	5.657334295	5.779229403	6.085378695
DBF4	7.494536378	7.5290094	7.648272819	7.537450493	7.56203379	7.603395034	7.544682189	7.606339002	7.631277235
ADAM22	4.960427184	4.930292291	4.942809341	4.987230096	4.845122607	4.934899671	4.839739432	4.811487329	4.933632909
SRI	7.43275319	7.41713879	7.476590912	7.423901616	7.464440137	7.459236849	7.455046201	7.413575223	7.512256588
CTB-167B5.1	0.073818265	0	0.06315264	0	0.064579381	0.073260545	0.139847561	0.133189216	0.066464221
AC003991.3	0.211006825	0.243354689	0.06315264	0.130102893	0.126391427	0.073260545	0	0	0.066464221
AC002069.5	0.073818265	0	0.06315264	0.066517542	0.064579381	0	0.071617632	0	0
AC006988.3	0.073818265	0.126802425	0.06315264	0.066517542	0.350135097	0	0	0.068131062	0.066464221
GTPBP10	5.879054292	5.91195189	6.139367024	5.880123913	5.931152981	5.987730763	5.866856754	5.906804161	6.040615461
CLDN12	3.123879528	3.161378533	3.164277859	3.158212099	3.065327523	2.868509706	3.135343593	3.019449869	3.149515894
CDK14	7.785642041	7.673970913	7.775107749	7.814633118	7.754161353	7.554661283	7.463807157	7.54228481	7.872986607
FZD1	1.334830454	0.974269058	1.591479888	1.506017469	1.524555141	1.575063999	1.337328823	1.645120226	1.353806933
MTERF1	5.065943243	5.055140237	5.180310158	5.088740002	5.079986391	4.956844194	4.900001858	4.747998213	5.091586216
AKAP9	6.917750628	6.919762007	6.756524639	7.126461555	6.741823899	6.94555356	6.895725317	6.714485023	6.899496483
CYP51A1	1.793867805	2.181749378	1.898991461	2.297610394	2.040205044	2.062673571	2.072566771	2.033825894	1.972003175
LRRD1	0.073818265	0	0.123656379	0	0.064579381	0	0.139847561	0.195439736	0.130000847
CTB-161K23.1	0	0.243354689	0	0.130102893	0.064579381	0.073260545	0	0.068131062	0
KRIT1	6.288596457	6.294495643	6.166582532	6.299433725	6.129086308	6.221213275	6.246341144	6.153137251	6.270338868
AC000120.7	0.073818265	0.064793891	0	0.066517542	0.350135097	0	0	0.068131062	0
ANKIB1	6.264169053	6.19669392	6.190645115	6.376835975	6.172769838	6.273637635	6.296712107	6.360087445	6.30344144
AC007566.11	0.14404262	0.126802425	0.181724514	0.066517542	0	0.073260545	0.071617632	0.133189216	0.130000847
GATAD1	4.571942322	4.574703707	4.527315756	4.575189072	4.603004257	4.538735804	4.538589638	4.474373375	4.565462503
AC007566.10	0.211006825	0.298280014	0.488223599	0.411752846	0.450210916	0.448522905	0.204995859	0.195439736	0.411459007
PEX1	6.276922908	6.053375426	5.943493198	6.177762917	5.957962797	6.051438974	6.129545422	5.991481792	6.15097994
RBM48	4.559148082	4.503447791	4.507585253	4.449967817	4.536258022	4.489402119	4.633347153	4.493082431	4.556818585
FAM133B	4.406805158	4.372000013	4.443757805	4.440593401	4.341514658	4.458971297	4.513091134	4.416744885	4.388413686
CDK6	8.087728478	7.977231757	8.209513362	8.242450262	8.185636768	7.970278581	7.900143306	8.023194153	8.320216526
SAMD9	5.366895636	5.396168907	5.178528719	5.454332991	5.273401677	5.174320525	5.15000583	5.12710133	5.316481374
SAMD9L	2.782374843	2.447775887	2.609064034	2.684005298	2.431590807	2.279409088	2.327875113	1.946021445	2.795048672
HEPACAM2	0	0	0.123656379	0	0.064579381	0	0.071617632	0.068131062	0.066464221
VPS50	5.652376116	5.566658632	5.664287458	5.645969907	5.685086758	5.520519746	5.484432621	5.516621571	5.640725527
AC002075.4	0.14404262	0.064793891	0.123656379	0.24943745	0.297367509	0.392373035	0.327079959	0.31241953	0.066464221
BET1	4.841306111	4.981535079	5.384183599	4.952474769	5.062304726	5.176400245	5.20279459	5.160645665	5.073519928
AC003092.1	0	0.298280014	0	0.24943745	0.242596397	0.142979989	0.204995859	0.068131062	0.130000847
CASD1	4.768146316	4.956141183	5.338646558	5.070622859	5.034361804	4.917597906	4.790179687	4.786425953	5.210250108
SGCE	4.318460139	4.384745606	4.499046015	4.440593401	4.484090353	4.292543269	4.392418956	4.297637204	4.378637309
PEG10	9.477941423	9.562672878	9.583020776	9.506844904	9.581083766	9.390626111	9.418071669	9.402892812	9.455875901
AC069292.6	0	0.298280014	0.06315264	0	0.126391427	0.073260545	0.071617632	0.068131062	0.130000847
SLC25A13	6.440207284	6.526412739	6.529382611	6.426750256	6.565470066	6.435206512	6.506689356	6.555206204	6.457663851
SEM1	7.301594163	7.274615754	7.374861971	7.262582858	7.313593525	7.339525413	7.403936557	7.441537038	7.261406759
SDHAF3	5.493336557	5.508159298	5.692024005	5.405380173	5.400803553	5.393975959	5.441147618	5.382570122	5.508014362
RP5-1090P18.1	0.2750002	0.451523976	0.237545574	0.305596303	0.242596397	0.273058765	0.267328903	0.367534624	0.249249555
ASNS	1.607599711	1.638320928	1.772434594	1.727749652	1.501413617	1.8705344	2.072566771	2.116591638	1.620340338
OR7E7P	0.794918948	0.402229393	0.441451974	0.887014967	0.673683021	0.653527313	0.859420612	0.786902131	0.602759859
OR7E38P	3.240660661	2.971661246	3.157058891	2.725767125	3.179077789	3.338575451	3.118533531	3.362425028	3.078823822
AC004967.7	1.0356037	1.457094713	1.052354006	1.4068118	1.218855503	1.357694421	1.278009548	1.576602473	1.214199929
LMTK2	6.229260577	6.183077234	6.13478077	6.219470439	6.210717628	6.194782045	6.106286703	6.22391495	6.170942301
BHLHA15	0.211006825	0.064793891	0.181724514	0.411752846	0.185663593	0.554663395	0.544039317	0.615354899	0.130000847
TECPR1	3.771056685	3.625979874	3.612508148	3.735036134	3.616108215	3.846752424	3.901595896	3.704990298	3.611293609
BRI3	3.691218576	3.531714021	3.569655038	3.549816208	3.444730597	3.743928548	3.578006925	3.516678989	3.440122862
BAIAP2L1	0	0.243354689	0.123656379	0.191003686	0.297367509	0.073260545	0	0.068131062	0.066464221
RPS3AP26	0.211006825	0.064793891	0.06315264	0.24943745	0.064579381	0.142979989	0.139847561	0.133189216	0.130000847
AC091654.7	0.14404262	0.126802425	0.123656379	0.066517542	0.064579381	0.142979989	0.139847561	0.255114961	0.249249555
TRRAP	8.644384781	8.525997693	8.440932657	8.64131469	8.5555809	8.512232585	8.550246047	8.566468627	8.621775446
SMURF1	5.635715728	5.536991968	5.476969504	5.566319399	5.623454211	5.704709152	5.603985538	5.686092832	5.573754811
RP13-968A2.1	0.073818265	0.064793891	0.123656379	0.066517542	0.064579381	0.273058765	0	0.195439736	0.249249555
ARPC1A	5.01999718	5.039104997	5.180310158	4.910084969	5.105149968	5.025365945	5.056020531	5.038599935	4.929174709
ARPC1B	3.587928813	3.576842524	3.762743013	3.770386592	3.759552076	3.608777269	3.649962186	3.622427191	3.870417262
PDAP1	7.78117288	7.805983633	7.729906165	7.777883875	7.723239822	7.916547498	7.945229791	7.911437068	7.764244751
BUD31	6.991624411	6.995983959	6.977521985	6.997613578	6.905575384	7.131767358	7.117091254	7.201016248	6.986281841
PTCD1	3.568908012	3.233611547	3.353003711	3.589942572	3.389079337	3.230629467	3.387686277	3.42871288	3.342917553
ATP5J2-PTCD1	0	0	0.06315264	0	0.126391427	0.073260545	0.071617632	0.068131062	0.066464221
CPSF4	6.72716665	6.556295501	6.666609853	6.605860853	6.663198785	6.808793502	6.772863009	6.68223987	6.591348438
AC073063.10	0.14404262	0.243354689	0.343098223	0.359650757	0.401040581	0.333948995	0.204995859	0.255114961	0.359389636
ATP5J2	6.833262139	6.873035816	6.728795278	6.780732455	6.793942092	6.703125455	6.813250409	6.731654827	6.803505516
ZNF789	4.056979879	4.010133559	3.894463794	4.107013297	3.933889773	4.037308648	3.866788363	3.757519004	3.846974313
ZNF394	5.072710667	4.960404661	4.930160479	4.976458726	5.034361804	5.034566883	5.120760242	4.969025378	4.986083622
ZKSCAN5	5.447210016	5.407142771	5.390353268	5.518112743	5.361181543	5.441443276	5.564190803	5.476444501	5.319891155
FAM200A	3.295687585	3.571278059	3.894463794	3.532271558	3.699813603	3.608777269	3.387686277	3.328102818	3.571797739
ZNF655	6.958513576	7.017626571	6.922706673	7.008228731	6.970739022	6.994113614	7.00780002	6.916839705	6.95482582
TMEM225B	0.073818265	0.243354689	0.237545574	0.24943745	0.185663593	0.333948995	0.327079959	0.52127128	0.066464221
ZSCAN25	4.888096264	4.786421558	4.930160479	4.969957089	5.066252755	4.879808871	5.075749296	5.027947647	4.944718505
TRIM4	5.207952044	5.284982694	5.059682765	5.242304029	5.133649753	5.368734364	5.257563643	5.379221554	5.186164804
AZGP1	0	0.064793891	0.06315264	0.24943745	0	0.073260545	0.139847561	0.068131062	0
AZGP1P1	0.073818265	0.064793891	0.06315264	0.130102893	0.064579381	0	0.139847561	0.255114961	0
ZKSCAN1	6.927738829	6.90158535	6.780798572	6.873640907	6.884488197	7.060927738	6.991158752	7.060697267	6.893787828
ZSCAN21	2.996806134	3.069636171	3.052006427	3.039039895	2.880375926	2.878763672	3.168387282	2.975775938	2.814517199
ZNF3	4.622013965	4.788820973	4.568708094	4.687765294	4.669396391	4.872130817	4.917114471	4.955598184	4.559705649
COPS6	7.920239117	7.871120865	7.85674534	7.870097504	7.862848881	7.767244418	7.80518128	7.779217437	7.846042608
MCM7	10.10446433	10.09665454	10.05484809	10.07523812	10.11118469	10.01239226	10.0519381	9.967558948	10.05154286
MIR25	0.794918948	1.072072908	0.661477641	0.993423197	0.830466243	0.832992455	1.01284533	0.615354899	1.026614376
MIR93	0	0	0.123656379	0.066517542	0.064579381	0.073260545	0	0.133189216	0.066464221
MIR106B	0.14404262	0.064793891	0.123656379	0.066517542	0.126391427	0.273058765	0	0	0.411459007
AP4M1	4.406805158	4.359140814	4.253800401	4.446849775	4.261129018	4.237829506	4.005824506	4.160019881	4.248703294
TAF6	6.740686135	6.690031911	6.575462582	6.731613462	6.66124245	6.699514557	6.651759812	6.571435668	6.656851809
RP11-506M12.1	0.505879259	0.298280014	0.343098223	0.557639222	0.185663593	0.554663395	0.204995859	0.31241953	0.646868678
CNPY4	3.456113173	3.714462341	3.420879244	3.422272049	3.561213627	3.633209928	3.60842559	3.362425028	3.507462026
MBLAC1	2.476997283	2.483764263	2.290697903	2.325040765	2.192459258	2.383893097	2.356831751	2.353437712	2.466269107
AC073842.19	0	0.064793891	0	0.130102893	0.126391427	0.142979989	0.071617632	0	0.130000847
LAMTOR4	6.600988846	6.541431489	6.43777955	6.494001385	6.456882607	6.341008037	6.363331687	6.259864838	6.564291018
C7orf43	4.17068901	3.807328877	3.868180338	4.339980859	4.089413331	4.023511514	4.055244618	3.842649817	3.977926909
GAL3ST4	0.395053348	0.451523976	0.441451974	0.647296543	0.401040581	0.333948995	0.327079959	0.31241953	0.510277916
GPC2	2.607001365	2.410866755	1.983041141	2.746203285	2.455870264	2.534171804	2.594199837	2.179546968	2.196350539
STAG3	3.594213758	3.783463962	3.633466634	3.862188121	3.555607516	3.820395984	3.757024219	3.736736463	3.483337156
GATS	1.107666722	1.382801471	1.113302848	1.686046011	1.190197591	1.386725285	1.783636265	1.553020495	1.154341119
PVRIG	0	0	0.06315264	0.066517542	0	0	0.139847561	0.133189216	0.190856941
PMS2L1	5.788777451	5.78309218	5.745946855	5.624052205	5.730575759	5.808925479	5.874386177	5.864323048	5.757229057
STAG3L5P	2.175493878	1.760708991	1.633698925	1.846081299	1.717648954	1.8705344	1.88651126	1.75254641	1.620340338
STAG3L5P-PVRIG2P-PILRB	0.14404262	0.186255238	0.06315264	0.411752846	0	0.142979989	0.139847561	0.195439736	0.190856941
PILRB	1.857952423	1.961229421	1.547988012	2.311390771	1.697426837	2.115656879	1.762150742	1.504667653	2.225731299
PILRA	0.211006825	0.298280014	0	0.305596303	0.126391427	0.209484929	0.327079959	0.31241953	0.190856941
ZCWPW1	2.760187313	2.435577461	2.428982971	2.694559633	2.626004445	2.69368441	2.618315944	2.580349103	2.814517199
MEPCE	7.308299822	7.461053798	7.443966349	7.310972293	7.464066125	7.451958489	7.457972435	7.413165968	7.34870764
RP11-758P17.2	0.211006825	0.298280014	0.123656379	0.305596303	0.242596397	0.209484929	0.139847561	0.068131062	0.066464221
PPP1R35	4.776460815	4.692154154	4.323166443	4.644872075	4.632593874	4.441783749	4.566746871	4.508490086	4.76376638
RP11-758P17.3	0.451530229	0.590041962	0.62007541	0.4620387	0.242596397	0.448522905	0.204995859	0.52127128	0.461714384
TSC22D4	6.009397911	5.910850823	5.719237346	5.908734022	5.823308563	6.066094942	6.108416695	5.937863733	5.812737923
AGFG2	4.038662495	4.10175906	4.019144974	4.103057376	4.157612839	4.023511514	4.177957665	3.932205231	4.163968391
RP11-44M6.7	0.704856714	0.5453309	0.778999686	0.51063069	0.543792781	0.554663395	0.544039317	0.615354899	0.602759859
LRCH4	3.490213265	3.32902225	3.11296965	3.447451405	3.164419376	3.338575451	3.263206388	3.08668951	3.495450018
FBXO24	0.211006825	0.186255238	0.393113077	0.4620387	0.350135097	0.073260545	0.267328903	0.255114961	0.190856941
PCOLCE	2.407320732	2.05989158	1.734138275	1.827021146	1.991208839	1.969800279	2.157307488	2.254564212	2.072451485
MOSPD3	2.655891017	2.875603032	2.797273878	2.872416511	2.834816304	2.878763672	2.808494783	2.826410465	2.714435945
TFR2	3.581616369	3.387185165	3.288398937	3.555617329	3.304703708	3.459643943	3.41547823	3.492088317	3.489406299
GNB2	7.893732442	7.803315966	7.765942772	7.853121646	7.826649205	7.981026748	7.971503477	7.870287302	7.792438352
GIGYF1	5.272078092	5.20997709	4.79251894	5.4292745	4.978893848	5.393975959	5.249865644	4.980120027	5.176793094
POP7	6.273989702	6.213759252	6.178218328	6.303748801	6.175513746	6.229249493	6.303235307	6.096148965	6.254389591
EPHB4	1.997262833	1.799301682	1.227980554	1.727749652	1.274518072	1.988859397	1.963835759	1.890653586	1.806860242
SLC12A9	5.496695381	5.218901709	5.000413861	5.353043195	5.300468536	5.544871062	5.386026819	5.180019332	5.248327231
RP11-126L15.4	0.505879259	0.243354689	0.488223599	0.359650757	0.126391427	0.502569037	0.327079959	0.367534624	0.557259813
TRIP6	1.107666722	0.63340892	0.291287008	0.958818546	0.543792781	0.790175422	1.01284533	0.745889511	0.510277916
SRRT	8.393865891	8.410187389	8.357774794	8.363136592	8.35031355	8.382226353	8.410932519	8.241532238	8.331240507
UFSP1	0.451530229	0.351190724	0.237545574	0.923363423	0.350135097	0.333948995	0.593538749	0.569079898	0.557259813
TRIM56	6.508350011	6.484101285	6.319901752	6.542276608	6.366119272	6.485557138	6.448187532	6.321353415	6.389525183
AP1S1	5.606477609	5.597097251	5.636007191	5.662192395	5.588193446	5.522156017	5.50882644	5.521186202	5.671746326
MIR4653	0.14404262	0	0	0.066517542	0.126391427	0	0	0.068131062	0.130000847
VGF	0.451530229	0.451523976	0.237545574	0.305596303	0.401040581	0.209484929	0.327079959	0.471823901	0.461714384
RP4-747G18.5	0.073818265	0	0.06315264	0	0.126391427	0	0	0.31241953	0.066464221
PLOD3	3.556086715	3.39350531	3.648988077	3.672344182	3.420261336	3.692540389	3.394684618	3.422219485	3.489406299
ZNHIT1	5.567080863	5.583341075	5.43431132	5.535829368	5.491679245	5.556095861	5.596417471	5.625203536	5.539066375
CLDN15	3.115164846	2.839023822	2.181088918	3.296275101	2.699018453	2.761750349	2.787378996	2.713945752	2.871394415
FIS1	5.990462275	6.035300956	6.059345718	5.95774965	6.052542761	6.021672672	6.079393022	6.067308096	5.916606492
IFT22	2.977703401	2.937466412	2.787957013	2.607880523	2.933213741	2.794615758	2.665371469	2.786521201	2.862069237
CUX1	9.252253493	9.08905513	9.041639096	9.259634074	9.090243423	9.177964119	9.189056977	9.155248927	9.23007674
SH2B2	7.218596691	7.155559204	7.056269822	7.156833247	7.206321974	7.318021535	7.322790979	7.217516875	7.184935642
MIR4285	0.2750002	0.064793891	0	0	0.126391427	0.073260545	0	0.195439736	0.066464221
PRKRIP1	5.676271041	5.70774622	5.544917003	5.73940277	5.546407334	5.678535694	5.762518385	5.671109732	5.637996277
RP11-163E9.2	0.750590499	0.451523976	0.701724788	0.557639222	0.714504874	0.653527313	0.732596128	0.471823901	0.602759859
RP11-514P8.2	0.14404262	0.064793891	0	0	0.064579381	0.073260545	0.071617632	0.133189216	0.130000847
ORAI2	8.956358561	8.948978911	8.86488939	8.9293577	8.922616553	9.004746197	9.029326885	8.957678004	8.853383371
ALKBH4	4.333565128	4.362366375	4.449678405	4.336615522	4.183287928	4.420884699	4.313376643	4.322258417	4.335490324
LRWD1	7.52199296	7.4715468	7.311250384	7.512688569	7.411887445	7.521096467	7.53243965	7.338835297	7.429448333
POLR2J	5.518339172	5.538418586	5.394963267	5.529947967	5.656564938	5.627762716	5.632387478	5.522704542	5.512491494
RP11-514P8.12	0.211006825	0.351190724	0.441451974	0.4620387	0.064579381	0.142979989	0.204995859	0.133189216	0.130000847
POLR2J3	0.073818265	0.298280014	0.343098223	0.191003686	0.242596397	0.273058765	0.139847561	0.31241953	0.411459007
RASA4	0.920274692	0.5453309	0.922141403	0.647296543	1.005155586	0.790175422	0.859420612	0.615354899	0.84920019
POLR2J2	0	0.064793891	0	0.191003686	0.242596397	0.073260545	0.204995859	0.133189216	0
RP11-577H5.2	0.920274692	1.133775949	0.887665297	0.772128994	0.754203364	1.066211202	1.01284533	1.011146298	0.602759859
FAM185A	2.463328583	2.196282593	1.898991461	2.136645182	2.148446015	2.294806704	2.371094999	2.179546968	1.954560188
RP11-577H5.1	0.2750002	0.351190724	0.393113077	0.4620387	0.242596397	0.333948995	0.139847561	0.133189216	0.190856941
FBXL13	0.608795659	0.756197123	0.701724788	0.359650757	0.754203364	0.832992455	0.492781014	0.569079898	0.771638484
ARMC10	5.329713022	5.36273741	5.512757855	5.327840961	5.338508488	5.255256009	5.321389473	5.355561398	5.565160581
RP11-401L13.2	0	0.064793891	0.06315264	0	0.064579381	0.073260545	0	0.068131062	0.066464221
NAPEPLD	4.220292615	4.180620711	4.2299169	4.231822116	4.123916041	4.14317829	4.085834617	4.007877687	4.121613563
RP11-401L13.4	0.794918948	0.590041962	0.343098223	0.647296543	0.450210916	0.604942047	0.384454452	0.615354899	0.602759859
DPY19L2P2	3.977471952	4.143604638	3.827834918	4.149827215	3.844763179	3.995514978	4.014936816	3.972760986	3.851693477
PMPCB	7.56142055	7.565501461	7.525061293	7.528629324	7.506454295	7.492586203	7.387805437	7.463443671	7.536273055
DNAJC2	7.895642012	7.840221769	7.761487116	7.845742407	7.688762866	7.856204082	7.887175586	7.83344549	7.810427642
PSMC2	7.925233254	7.914341352	7.908443234	7.823976459	7.820526622	7.852632005	7.858672484	7.89599668	7.921487905
CTA-276O3.4	0.14404262	0.064793891	0.06315264	0	0.064579381	0.209484929	0.071617632	0	0
ORC5	6.747751091	6.712323002	6.794238939	6.738005018	6.766905904	6.718193301	6.663396574	6.726393541	6.786969868
RP11-612L3.1	0.211006825	0.402229393	0.441451974	0.130102893	0.673683021	0.333948995	0.384454452	0.471823901	0.359389636
LHFPL3-AS2	0	0.126802425	0.181724514	0.130102893	0.064579381	0.142979989	0.139847561	0	0.066464221
RP11-325F22.2	0.451530229	0.499189743	0.441451974	0.359650757	0.242596397	0.392373035	0.071617632	0.255114961	0.359389636
RP11-325F22.3	1.176300775	0.756197123	0.740879559	0.887014967	0.754203364	0.790175422	0.439634224	0.569079898	0.992834117
RP11-325F22.4	0.920274692	0.79490909	0.740879559	0.811449651	0.902899358	0.790175422	0.687716609	0.903376737	0.92280393
KMT2E	7.35160678	7.388947789	7.239159966	7.387367535	7.304848236	7.311885806	7.336484743	7.372064068	7.28906975
CTB-152G17.6	0.14404262	0.064793891	0.237545574	0.130102893	0.126391427	0.073260545	0.204995859	0.133189216	0.461714384
SRPK2	5.207952044	5.206391727	5.227595875	5.263725476	5.198038253	5.034566883	5.137544529	5.092758447	5.239351982
RP4-778K6.1	0.505879259	0.126802425	0.181724514	0.24943745	0.064579381	0.142979989	0	0.31241953	0.130000847
RP4-778K6.2	0.451530229	0.675510233	0.488223599	0.411752846	0.401040581	0.653527313	0.492781014	0.471823901	0.305370397
PUS7	7.10159515	7.10687029	7.046536144	7.179082212	7.088489046	7.094309532	7.083378749	7.050733789	7.202128986
RP11-251G23.2	0.073818265	0.351190724	0.291287008	0.305596303	0.185663593	0.392373035	0.204995859	0.367534624	0.305370397
RINT1	6.530640408	6.473699527	6.44075518	6.483388786	6.429558647	6.39737059	6.423592873	6.32396829	6.507857276
RP11-251G23.5	2.43559643	2.137250112	2.74044821	2.404334918	2.491540094	2.340037427	2.189857513	2.23986958	2.44143943
RP11-251G23.3	0.837925859	0.79490909	0.701724788	0.690118798	0.673683021	1.029866509	0.938171522	0.660191626	0.731235738
ATXN7L1	4.132333991	4.050687609	3.876994802	4.153657115	4.058035823	4.1474253	4.081504128	4.025120612	4.02464624
CDHR3	2.288327182	2.334088891	2.701281571	2.61900452	2.636663993	2.279409088	2.569673741	2.380485852	2.225731299
RP4-568B10.1	0.211006825	0.186255238	0.06315264	0.066517542	0	0	0	0	0.066464221
SYPL1	8.52507032	8.537814661	8.905437723	8.597347753	8.728100635	8.473219826	8.377322339	8.445609074	8.828463203
CTA-332P12.2	0.2750002	0.243354689	0.291287008	0.24943745	0.350135097	0.209484929	0.071617632	0.31241953	0.359389636
NAMPT	7.124573294	7.241715318	7.361969686	7.151097244	7.26073922	7.20897438	7.205311535	7.279001809	7.234558571
RP11-22N19.2	0.336275184	0.186255238	0.441451974	0.557639222	0.242596397	0.604942047	0.327079959	0.133189216	0.359389636
CCDC71L	4.020109548	4.082329558	4.263916378	4.246242236	4.308563217	4.330391893	4.140979109	4.14826444	4.378637309
PIK3CG	7.092189416	7.098673876	7.069306974	7.079418787	7.131046072	7.05754668	7.118148697	7.156232073	7.081260651
PRKAR2B	9.444416474	9.387730558	9.720521636	9.551890491	9.515278204	9.306722151	9.284926124	9.312190783	9.676645618
HBP1	4.314659051	4.470944611	4.191568106	4.333242317	4.370540877	4.292543269	4.320743954	4.272588495	4.277047211
CTA-363E19.2	0.505879259	0.451523976	0.343098223	0.51063069	0.450210916	0.604942047	0.071617632	0.31241953	0.190856941
COG5	6.096096445	6.119683403	6.161180348	6.257338796	6.11771782	6.194782045	6.196151914	6.221112111	6.193423247
DUS4L	4.737243171	4.800758552	4.778474544	4.826182733	4.616529362	4.910118871	4.784862445	4.902937499	4.735958681
BCAP29	5.29926116	5.494994191	5.716784509	5.49867099	5.650003307	5.472242129	5.23629451	5.298206064	5.515468548
AC078937.3	0.451530229	0.451523976	0.393113077	0.305596303	0.126391427	0.448522905	0.439634224	0.471823901	0.510277916
SLC26A4	0.14404262	0	0.123656379	0.066517542	0.064579381	0	0.071617632	0.068131062	0
AC002467.7	2.241046347	2.122106693	2.166783193	1.95543867	2.056174185	2.183403957	2.072566771	2.32587276	2.056188297
CBLL1	6.856977687	6.901030951	7.154694371	6.94111939	7.064511623	6.953458102	6.908616756	6.916262207	7.043603656
DLD	7.519931111	7.582542995	7.719223665	7.523828574	7.631626636	7.512067273	7.550177207	7.509350143	7.666857547
CTB-13F3.1	0.073818265	0.064793891	0.181724514	0.066517542	0.242596397	0.142979989	0.204995859	0.255114961	0.130000847
LAMB4	0.14404262	0	0.123656379	0.066517542	0.242596397	0.142979989	0	0.133189216	0.066464221
PNPLA8	5.372391288	5.549781024	5.709400876	5.472845301	5.614045387	5.535179803	5.510438122	5.599534139	5.370093785
CTB-54D4.1	0.14404262	0.126802425	0.123656379	0.191003686	0.064579381	0.142979989	0	0.068131062	0.190856941
THAP5	5.623477085	5.687314173	6.132022003	5.712392272	5.924643806	5.738884444	5.641241577	5.655969391	5.922225739
DNAJB9	4.220292615	4.230897715	4.449678405	4.256963521	4.197756829	4.841003329	4.733346532	4.793990183	4.372082724
AC004161.3	0.2750002	0.186255238	0	0.066517542	0.126391427	0.142979989	0.204995859	0.133189216	0.249249555
IMMP2L	3.977471952	3.657832296	3.7909999	3.714440036	3.739912821	3.663180131	3.954651256	3.866761261	3.851693477
AC073326.3	0.2750002	0.064793891	0.06315264	0.130102893	0.297367509	0.073260545	0	0.068131062	0.130000847
DOCK4	2.714761564	2.630105299	2.711173366	3.095880536	2.797303497	2.622247439	2.72211144	2.544923255	2.584385358
ZNF277	4.94821223	5.012661513	5.171380884	4.96124241	5.079986391	5.066315774	5.135457141	5.11305901	4.960096615
IFRD1	5.289611611	4.874905393	4.854079793	5.451224379	4.757493678	5.629281827	5.651503146	5.630846349	5.26257249
LSMEM1	0.558254973	0.402229393	0.533526401	0.24943745	0.185663593	0.209484929	0.439634224	0.569079898	0.411459007
TMEM168	4.908414526	5.067050778	5.266688866	4.96342602	5.157902203	5.004446745	4.921966736	4.935220132	5.165466086
C7orf60	4.092931364	4.599518017	5.080818766	4.187676247	4.833587326	4.689057599	4.44055353	4.640219835	4.332117256
GPR85	1.703737834	1.30447371	1.734138275	1.457267191	1.697426837	1.575063999	1.337328823	1.454637869	1.32694542
RP11-736E3.1	0	0.064793891	0.06315264	0.066517542	0	0.073260545	0	0.068131062	0
AC073346.2	4.597195362	4.569130971	4.740340353	4.52580601	4.619219233	4.434850983	4.535426862	4.486872998	4.556818585
MDFIC	0.073818265	0.064793891	0.237545574	0.191003686	0	0.073260545	0	0.068131062	0.066464221
CAPZA2	7.104900234	7.138727873	7.332233365	7.118155278	7.210787359	7.077158737	7.089861208	7.075773243	7.289939313
ST7	3.830827072	3.921068262	3.890116337	3.819430418	3.980659581	3.995514978	4.128439255	4.104322621	3.902610302
ASZ1	0.657625561	1.007612502	1.255280208	1.300277278	1.037691424	0.874575284	0.687716609	0.976110041	1.123453845
LSM8	6.816560599	6.795811096	6.711651829	6.82883298	6.751050905	6.824129429	6.768155235	6.82752369	6.836614112
ANKRD7	1.978166187	2.210670865	2.404806175	2.073353927	2.381770587	1.930909636	2.298325355	2.225023735	2.056188297
ING3	5.426226215	5.539843794	5.581776492	5.522562338	5.620772231	5.556095861	5.50882644	5.482698884	5.530262361
CPED1	0.211006825	0.351190724	0.533526401	0.359650757	0.350135097	0.392373035	0.544039317	0.31241953	0.305370397
